,pdbid,smiles
3381,3cy2,C1C[NH2+]CCC21NC(=O)c1n(C)c3cc(Cl)ccc3c1[C@H]2C#N
6319,2wf4,C(=O)(N[C@H](C(C[NH2+]C1CCOCC1)(O)O)Cc1ccccc1)c1cc2c3c(c1)n(cc3CCS(=O)(=O)N2C)CC
2847,1db1,O[C@H]1C[C@@H](C(=C)/C(=C\C=C\2/CCC[C@]3([C@H]2CC[C@@H]3[C@H](C)CCCC(O)(C)C)C)/C1)O
240,3rwg,[NH3+][C@H](C(=O)N[C@H](C(=O)N1[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)Cc2c[nH]c3c2cccc3)CCC(=O)N)CO)[C@H](O)C)CCC(=O)N)C)CCC1)Cc1nc[nH]c1)CCSC
7619,4hyb,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1[C@H](C(=O)N[C@H](C(=O)N2[C@H](C(=O)N)CCC2)CCC[NH]=[C+](=[NH2])=[NH2])CCC1)[C@H](CC)C)CC1CCCCC1)Cc1ccc(cc1)O)CC(C)C
2753,2vqm,c1ccccc1c1cnc2CN(CCn12)C(=O)c1sc(cc1)C(=O)NO
5809,3rqf,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)CC(=O)N)CC(C)C)CC[C-](=O)=O)CC(C)C)CC(C)C)CC(C)C)CCC[NH]=[C+](=[NH2])=[NH2])C[C-](=O)=O)CC(C)C)CC[C-](=O)=O)CO
8052,2xcn,O=C(OC1CCCC1)N[C@@H](C(C)(C)C)C(=O)N1[C@H](C(=O)N[C@@H](CCO)B(O)O)C[C@H](C1)Oc1[n]ccc2c1cccc2
2920,3hhm,[C@@H]1(OC(=O)C(=C)C2=C(C(=O)[C@@H]3[C@@H]([C@@]12C)[C@H](OC(=O)C)C[C@]1([C@H]3CCC1=O)C)O)COC
11695,1amw,[P](=O)(=O)(=O)OP(=O)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(N)ncnc12
832,4qht,[P](=O)(=O)(=O)NP(=O)(=O)OP(=O)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(N)ncnc12
5791,1ao0,[P](=O)(=O)(=O)OP(=O)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(N)ncnc12
6876,4uxq,n1c2cccnn2c(c1)C#Cc1c(ccc(c1)C(=O)Nc1ccc(c(c1)C(F)(F)F)C[N@H+]1CC[N@@H+](CC1)C)C
7525,4umu,CCOc1cc(OCC#Cc2ccc3cc[n]cc3c2)ccc1C[NH3+]
1789,1tkc,n1c(C)nc(N)c(c1C)Cn1csc(c1C)CCOP(=O)(=O)O[P](=O)(=O)=O
7631,4i06,O=[C-](=O)[C@@]([NH2+]C)(CCC[CH3][B](=[OH])([OH2])[OH2])CC[NH+]1CCCCC1
10691,2wej,c1ccc(cc1)S(=O)(=O)N
3620,2hxl,c1(cc2c(cc1)[nH]c(c2)c1c2c([nH]n1)cc(cc2)C#N)C[N@H+]1CC[C@@H](CC1)C[NH3+]
11626,2hmv,[P](=O)(=O)(=O)OP(=O)(=O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc23)[C@@H]([C@@H]1O)O
5910,1r0x,[P](=O)(=O)(=O)OP(=O)(=O)OP(=O)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(N)ncnc12
3834,4us4,[NH3+][C@H]([C-](=O)=O)Cc1c[nH]c2c1cccc2
7206,4tmp,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CCCCNC(=O)C)C(=O)N[C@H](C(=O)N)CO)CCC[NH]=[C+](=[NH2])=[NH2])C)[C@H](O)C)CCC(=O)N)CCCC[NH3+])[C@H](O)C
5530,1bm2,C(=O)(C)N[C@@H](CSCCNC(=O)[C@H]1N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]([NH3+])Cc2ccc(cc2)O[P](=O)(=O)=O)C(C)C)CC(=O)N)C(C)C)CCC1)C=O
734,3u78,[n]1c([n]c2c(c1N)cc(c(c2)OCCCCC[NH3+])OC)NCCC[N+](C)C
5593,3hyg,c1cccc2c1C[C@H]([C@H]2NC(=O)[C@H](Cc1cccc(c1)O)CC(=O)NO)O
2924,3hio,O=c1c2ncn(c2[nH][c+](=[NH2])[nH]1)[C@H]1[C@H](OC)[C@@H]2OP(=O)(=O)OC[C@H]3C[N@H+](Cc4c[nH]c5c(N)ncnc45)C[C@@H]3OP(=O)(=O)OC[C@H]3O[C@@H](n4c5[nH][c+](=[NH2])[nH]c(=O)c5nc4)[C@H](OC)[C@@H]3OP(=O)(=O)OC[C@@H]3[C@@H](OP(=O)(=O)O[NH2+]OCCCCCCOP(=O)(=O)OC[C@H]2O1)[C@@H](OC)[C@@H](O3)n1c2c(nc1)c(ncn2)N
8012,4nrl,[C-](=O)(=O)[C@H]1C[C@@H]([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O1)NC(=O)C)O
3426,3fum,c1cc(ccc1[C@@H](O)c1cc[n]cc1)OCC[NH+]1CCCC1
2288,4lkg,[C-](=O)(=O)[C@]1(C[C@@H]([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O1)NC(=O)C)O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)CO)O[C@H]1[C@@H]([C@H]([C@H](O)O[C@@H]1CO)NC(=O)C)O)O
1651,2x81,C1c2c[n]c(Nc3ccc([C-](=O)=O)cc3)[n]c2c2c(C(=N1)c1c(F)cccc1F)cc(cc2)Cl
11311,4k7n,c1(cc(O)c(O)cc1)C
1848,4mm6,C[NH2+]CC[C@@H](c1sccc1)Oc1c2ccccc2ccc1
8897,4mb9,CCNC(=O)Nc1nc2cc(c([n]c2s1)OC[C@@H]1CCOC1)c1c[n]c[n]c1
3219,2wj1,c1ccccc1CCCCCC[C@H](O)c1nc(co1)c1cccc[n]1
10314,4jne,[P](=O)(=O)(=O)OP(=O)(=O)OP(=O)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(N)ncnc12
11829,3qx8,P(=O)(=O)(OP(=O)(=O)OP(=O)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(=O)[nH][c+](=[NH2])[nH]c12)OC[C@H]1O[C@@H](n2cn(C)c3c(=O)[nH][c+](=[NH2])[nH]c23)[C@@H]([C@@H]1O)O
2510,3q6k,Oc1ccc2[nH]cc(c2c1)CC[NH3+]
9285,1m1b,[C-](=O)(=O)C(=O)C[S](=O)(=O)=O
1067,2iog,c1(ccc(O)cc1)CC[C@@H](C)NC(=O)Cc1c([nH]c2cc(ccc12)OCC[NH+]1CCCCC1)c1ccccc1
4741,3h2f,O=c1c2c([nH][c+](=[NH2])[nH]1)N(CC=N2)C
6899,4msl,C([NH2+][C@H]([C-](=O)=O)CC(C)C)c1c2c(ccc1O)c(cc(=O)o2)C
5786,1akw,n1c(=O)[nH]c(=O)c2nc3cc(C)c(C)cc3n(c12)C[C@H](O)[C@H](O)[C@H](O)CO[P](=O)(=O)=O
10481,3ppq,C(C[N+](C)(C)C)O
11787,1tsy,n1(c(=O)[nH]c(=O)cc1)[C@H]1C[C@@H]([C@H](O1)CO[P](=O)(=O)=O)O
3518,4mwy,[C@H]1(C[C@@H]([C@H]([C@@H](O1)[C@@H]([C@@H](CO)O)OC)NC(=O)C)[NH]=[C+](=[NH2])=[NH2])[C-](=O)=O
6062,3efk,[n]1c2cc(c(OC)cc2c(cc1)Oc1c(cc(cc1)c1c[nH]/[c+](=[NH]\c2ccc(F)cc2)/n(C)c1=O)F)OC
2985,3sl4,C1N(Cc2c(C1)c(c(s2)NC(=O)Cc1ccccc1)C(=O)OCC)C(=O)NCC
6170,4inr,C(=O)([C@@H](N=N#N)Cc1ccccc1)N[C@H](C(=O)N[C@H](C(=O)N[C@H](CCS(=O)(=O)C)Cc1ccc(C[NH3+])cc1)CC(C)C)CC(C)C
1447,5azg,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)CC(C)C)Cc1ccccc1)[C@H](O)C)Cc1ccccc1)C[C-](=O)=O
7217,4trw,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)[C@H](O)C[NH2+][C@@H](CCC)[C-](=O)=O)Cc1cccs1)[C@H](CC)C)CC[C-](=O)=O
5447,1cqp,[C@@H]1(C[C@@H](C)C=C2C=C[C@H](C)[C@@H]([C@@H]12)CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC
5475,3usn,[C@H](C(=O)NC)(NC(=O)Nc1nnc(s1)S)Cc1ccccc1
4118,1zls,[C@H]1([C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)O[C@@H]1[C@H](O[C@@H]([C@H]([C@@H]1O)O)CO)O[C@@H]1[C@H](O[C@@H]([C@H]([C@@H]1O)O)CO)O[C@@H]1[C@@H]([C@H](O)O[C@@H]([C@H]1O)CO)O
6043,3qkl,[C@]12(CCC[N+](C1)C[C@@H](CN(CCOCC)S(=O)(=O)c1c(cccc1C)C)O)Oc1c(CC2)c2c(cc1)[nH]nc2
2929,3hlo,C(=O)(C)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C[NH2+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)CCC[NH]=[C+](=[NH2])=[NH2])CCC(=O)N)CCCC)CCCC)[C@H](CC)C)[C@H](O)C
11413,5c1m,C1C[N@H+](C)[C@@H]2Cc3ccc(O)cc3[C@@]31[C@@H]1[NH2+][C@H]([C@]4([C@]1(OC)C=C[C@@]23C4)C)c1ccccc1
11834,3b24,CCSc1[n]c([n]c([n]1)C)N
4314,4ogn,c1c(Cl)cccc1[C@H]1C[C@@](Cc2ccc([C-](=O)=O)c[n]2)(C)C(=O)N([C@@H](C2CC2)CS(=O)(=O)C(C)(C)C)[C@@H]1c1ccc(Cl)cc1
1744,1gbt,C(=O)c1ccc(cc1)[NH]=[C+](=[NH2])=[NH2]
10232,3u7l,C(=O)([C@@H](NC(=O)Nc1cc(F)cc(F)c1)C(C)(C)C)N(CC(=O)NO)CC1CCCC1
7966,3tv4,[n]1c(c(cc(c1)NC(=O)c1c(ccc(c1F)NS(=O)(=O)CCC)F)Br)N
216,4rvt,c1(ccc(cc1)c1c[nH]c(=O)c(c1O)C(=O)CCCCC)O
1459,5bue,c1(c2c([nH]n1)CCN(c1ccn(c(=O)c1)Cc1ccccc1)C2)c1cc[n]cc1
8178,2ea2,CCc1ccc(c(c1C)[C-](=O)=O)NS(=O)(=O)c1ccc(cc1)F
1711,4pkr,C(=O)([C@@H](C)N(S(=O)(=O)c1cc(c(cc1)F)C)Cc1ccccc1)NO
9554,4i7k,Cc1ccccc1
11579,4xar,O=[C-](=O)[C@@]1(CC[C@H]2[C@H]([C-](=O)=O)[C@@H]12)[NH3+]
4647,4xm8,[C@@H](C(=O)NO)(N(CC(C)C)S(=O)(=O)c1cc(COC)ccc1)C(C)C
4059,3mg8,c12[nH]cc(c1cccc2)C(=O)C(=O)N[C@H](C(=O)N[C@H](C(=O)NCc1c(cccc1)C)Cc1cc[n]cc1)CC(=O)NCC(C)(C)C
8030,3m6p,C(C(=O)NO)[C@H](C(=O)N[C@@H](C(C)C)C(=O)N1[C@@H](CCC1)CO)CCCCC
10959,3jrx,C1(=O)[C@H]([C@@]2([C@@H]([C@H]([C@@H]([C@H]([C@H](/C=C/[C@H]([C@H](CCCC[C@@H](c3ccccc3)O1)OC)OC)C)O2)C)O)OC)O)C
3741,3tku,O=S(=O)(N1CC[NH2+]CCC1)c1cccc2c1cc[n]c2
1602,1xbc,c1cccc2n3c4c5n(c6ccccc6c5c5C(=O)NCc5c4c12)[C@H]1C[C@H]([C@H]([C@@]3(O1)C)OC)[NH2+]C
10703,3f19,O=S(=O)(NCC(=O)NO)c1ccc(cc1)F
6987,3cp9,[n]1cc2c([n]c1N)ccc(c2)c1c(=O)n(ccc1C)c1ccc2c(c1)NCC2(C)C
8766,3q2g,C[C@@H](C[C@@](C)(CS(=O)(=O)N1CC[C@@H](CC1)OCc1ccc(Cl)cc1Cl)N(O)C=O)c1[n]cc(F)c[n]1
5414,2yol,C(=O)(Cc1ccc(Cl)c(Cl)c1)N[C@H](C(=O)N[C@H](C(=O)NC[C@@H]1CC[C@H](CC1)[NH]=[C+](=[NH2])=[NH2])CCCC[NH3+])CCCC[NH3+]
4104,4ijp,c1c(Cl)[n]ccc1CNC(=O)c1sc(cc1)c1cccc2sc(cc12)C(=O)N
7430,2fai,C[C@@H]1[C@H]2C(=CC[C@]1(CO)CO[C@@H]2c1ccc(O)cc1)C
6263,4kc1,O=c1[nH]c(=O)n(cc1)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)CNC(=O)c1cccc([n]1)CO
5178,2xk6,Nc1[n]cc([C@@H]2SCC[C@H]2C2CC2)[n]c1[C@H]1CC[C@@H]([C-](=O)=O)CC1
6858,3ob2,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CO[P](=O)(=O)=O)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1[C@H](C(=O)N[C@H]([C-](=O)=O)[C@H](O)C)CCC1)C[C-](=O)=O)CO)Cc1ccc(cc1)O[P](=O)(=O)=O)CCC[NH]=[C+](=[NH2])=[NH2])CCC(=O)N)CC(C)C)Cc1ccccc1)CO
7883,4cc7,[NH2+]1[C@H](C(=O)N2[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N3[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N4[C@H](C(=O)N[C@H](C(=O)N)CO)CCC4)C)CO)CO)CCC3)CC(C)C)C)CCC2)CCC1
2369,4jls,c12c(c(=O)[nH]c(N)n1)ncn2[C@H]1CN(C(=O)C[P](=O)(=O)=O)C[C@H]1O
8614,3f9y,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CCCC[NH2+]C)C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)CC(C)C)C(C)C)CCC[NH]=[C+](=[NH2])=[NH2])Cc1nc[nH]c1)CCC[NH]=[C+](=[NH2])=[NH2])CCCC[NH3+]
4434,4lsj,C1Oc2c(cccc2)/C(=C(/c2cccc(c2)NS(=O)(=O)C)\CC)/c2c1cccc2OC
2645,3uik,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)CCCC[NH3+])[C@H](O)C)CCC[NH]=[C+](=[NH2])=[NH2])C
3852,4uvc,P(=O)(=O)(OP(=O)(=O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2ncnc(c2nc1)N)O)O)OC[C@H]([C@H]([C@H](CN1C2=NC(=O)NC(=O)[C@H]2N(c2cc(c(cc12)C)C)[C@@]([NH3+])(CCc1ccccc1)c1ccccc1)O)O)O
8983,4u2y,OC[C@@H]1[C@H]([C@@H]([C@@H](CO)[NH2+]1)O)O[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1
3104,2r0u,c1(ccc2c(c1)c1c(cc2CCC[NH3+])c(c[nH]c1=O)C1=CC(=O)CC=C1)c1c[nH]nc1
4854,8gpb,[P](=O)(=O)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(N)ncnc12
7380,3lnk,C(=O)(N1C[C@@H]([NH2+]CC1)[C@@H](O)[C@@H](NC(=O)c1cc(C(=O)N(CCC)CCC)cc(c1)C)Cc1cc(F)cc(F)c1)c1ccccc1
5615,1swp,[C-](=O)(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
11466,3ebo,c1(cc(=O)c2c(cc(cc2o1)O)O)c1ccccc1
1563,1nok,c12[C@@H]([C@H]([C@@H]([C@@H](CO)n1nnn2)O)O)O
1189,1i3z,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CCCC[NH3+])CCC(=O)N)C(C)C)CCC(=O)N)C)Cc1ccc(cc1)O[P](=O)(=O)=O)[C@H](CC)C)[C@H](O)C)CC(C)C)CO
9670,2oxx,Brc1c(Br)c(c(c2c1[nH]c(=S)[nH]2)Br)Br
7299,4pra,[NH3+][C@H](C(=O)N1[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)Cc2ccc(cc2)O)CC[C-](=O)=O)Cc2ccccc2)Cc2ccc(cc2)O)C[C-](=O)=O)C)CCC(=O)N)C(C)C)CCC1)Cc1nc[nH]c1
6643,2c9t,[NH3+]CC(=O)N[C@@H]1C(=O)N[C@@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N3[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)CSSC2)CCC[NH]=[C+](=[NH2])=[NH2])Cc2c[nH]c4c2cccc4)C)CSSC1)CCC[NH]=[C+](=[NH2])=[NH2])CCC3)C[C-](=O)=O)CO
9470,4aje,c1cc(ccc1OC([C-](=O)=O)[C-](=O)=O)Br
11088,3tay,[C-](=O)(=O)[C@@]1(OC)C[C@H](O)[C@@H](NC(=O)CO)[C@@H](O1)[C@H](O)[C@H](O)CO
2527,3qc4,c1(cccn(c1=O)Cc1ccc(c(F)c1)F)C(=O)N[C@@H](COc1cc2c(cc1)[nH]c(=O)[nH]2)c1ccccc1
7133,3wde,O=C1[C@H]([C@@H](c2cn(C(C)([C@@H](C)O)C)c3ccccc23)O)NC(=O)[C@H]([C@H](C)C=C(C)C)NC(=O)[C@@H](N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N1C)C[C@H](CO)C)C)[C@H](OC)c1ccccc1)C(C)C)C)CC(C)C
7906,4z3v,Cc1cc2cn[nH]c2cc1c1cccc2c(N)c([n][n]c12)C(=O)N
6729,3aje,[NH3+][C@H]([C-](=O)=O)[C@H](O)C
10964,3jzj,[C@H]1([C@@H]([C@H]([C@@H](C(=C1)CO)O)O)O)[NH2+][C@H]1[C@@H]([C@H]([C@H](O[C@@H]1C)O[C@H]1[C@@H]([C@H]([C@H](O[C@@H]1CO)O[C@H]1[C@@H]([C@H]([C@@H](O)O[C@@H]1CO)O)O)O)O)O)O
5458,1cx9,c1c(c(ccc1)N)SCCCC[P](=O)(=O)=O
9581,1h6h,[C@H]1([C@@H]([C@@H]([C@H]([C@@H]([C@H]1O)O)O)O[P](=O)(=O)=O)O)OP(=O)(=O)OC[C@H](COC(=O)CCC)OC(=O)CCC
1146,3vdc,[C@@H]1([C@H](O)[C@@H](O)[C@@H](O)[C@H](O1)CO)SC(C)C
3809,4psx,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NC[C-](=O)=O)[C@H](O)C)CO)CCCC[NH3+])CCC[NH]=[C+](=[NH2])=[NH2])C)[C@H](O)C)CCC(=O)N)CCCC[NH3+])[C@H](O)C)CCC[NH]=[C+](=[NH2])=[NH2])C
9675,2p2a,c1(c(o[nH]c1=O)c1nnn(n1)Cc1ccccc1)C[C@@H]([C-](=O)=O)[NH3+]
4660,3zqi,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)Cc1c[nH]c2c1cccc2)Cc1[nH]cnc1)Cc1c[nH]c2c1cccc2)CCSC)Cc1c[nH]c2c1cccc2)CCSC)CCC[NH]=[C+](=[NH2])=[NH2])C)CCC[NH]=[C+](=[NH2])=[NH2])C)C)CC(C)C)C(C)C)CO
11748,1kuk,N1[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)Cc2c[nH]c3c2cccc3)CCCC[NH3+])CCC1=O
10755,2xdk,c1c[n]cc(c2[n]c([n]cc2)N)c1
8371,3iu8,Fc1ccc(cc1)CSc1ncn[nH]1
7040,3ft8,Fc1cc(c2c[n]ccc2)c(cc1)[C@@H]1C/C(=N\O)/c2c(C1)[n]c(N)[n]c2C
3883,2f4j,[NH+]1(CCN(CC1)c1cc([n]c([n]1)Sc1ccc(cc1)NC(=O)C1CC1)Nc1cc([nH]n1)C)C
10044,1zge,S(=O)(=O)(N)c1cc(Cl)c(N)c(Cl)c1
6649,2cem,[C@@](C(=O)N[C@H]1c2ccccc2C[C@H]1O)(Cc1ccccc1)(O)C[N@H+](NC(=O)[C@H](C(C)(C)C)NC(=O)OC)Cc1ccc(cc1)c1cccc[n]1
4303,3bun,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1[C@H](C(=O)O)CCC1)CC(=O)N)C[C-](=O)=O)[C@H](CC)C)Cc1ccc(cc1)O[P](=O)(=O)=O)C[C-](=O)=O)CC(=O)N
11665,3c8a,[NH3+][C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)O)CC(C)C)CCC[NH]=[C+](=[NH2])=[NH2])CCC[NH]=[C+](=[NH2])=[NH2]
2787,2vci,C1COCC[NH+]1Cc1ccc(cc1)c1c(C(=O)NCC)noc1c1cc(C(C)C)c(O)cc1O
4232,2vto,Fc1ccc(NC(=O)c2[nH]ncc2NC(=O)c2ccccc2)cc1
5724,1w76,C1=C[C@@H](C[C@H]2[C@]31CC[N](=Cc1ccc(c(O2)c31)OC)C)O
8817,3k98,N1(Cc2c(cccc2)[C@@H]1C(=O)NCC)C(=O)c1c(cc(c(c1)Cl)O)O
7242,2vnf,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)[C@H](O)C)CCC[NH]=[C+](=[NH2])=[NH2])C
9817,1uwu,[C@@H]1(N=O)[C@H](O)[C@@H](O)[C@H](O)[C@H]([NH2+]1)CO
4368,3ppk,c1[n]cc2c(c1)c(c(o2)C(=O)Nc1[n]c[n]cc1)Nc1ccc2c(c1)cccc2O
2352,4jj7,C(=O)(C)N[C@H](C(=O)N[C@H](C(=O)N[C@H](CC(=O)N[C@H](C(=O)N[C@H](C(=O)C)C[C-](=O)=O)CCC(C)C)CC(C)C)C[C-](=O)=O)Cc1c[n]ccc1
2381,4x0z,[C-](=O)(=O)[C@]1(C[C@@H]([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O1)NC(=O)C)O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O[C@H]1[C@@H]([C@H]([C@H]([C@@H](CO)O1)O)O[C@H]1[C@@H]([C@H]([C@H]([C@@H](CO)O1)O)O)O)NC(=O)C)CO)O[C@H]1[C@@H]([C@H]([C@H](O)O[C@@H]1CO)O)O)O
990,3fmz,N1(CCC(CC1)c1c(cccc1)C(F)(F)F)C(=O)Nc1c([C-](=O)=O)cccc1
2789,2vcq,c1c(c2cc(no2)c2ccccc2)n[nH]c1
679,1f9e,C(=O)(OCc1ccccc1)N[C@H](C[C-](=O)=O)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C=O)C[C-](=O)=O)C(C)C)CC[C-](=O)=O
10882,2weh,c1ccc(c(Cl)c1)S(=O)(=O)N
9955,1g1d,c1cc(ccc1C(=O)NCc1ccccc1F)S(=O)(=O)N
2665,3uph,c1cc2c(c(c(C(=O)NS(=O)(=O)C)n2Cc2cc(ccc2F)F)[C@@H]2C=CC=NC2=O)c2c1cco2
3071,4nyj,c1cccc2c1[nH]cc2C[N@@H+]1CC[C@H](CC1)NC(=O)C[NH3+]
3241,2wpa,O=C([C@H]1CC[N+](C)CC1)N1Cc2c(C1(C)C)[nH]nc2NC(=O)CC(C)C
10500,3l59,[C+]1(=[NH2])NC(C(=O)N1Cc1cccc(c1)Cl)(C)C
9224,3m67,O1CCOc2c1cc1[nH]c(nc1c2)SCC(=O)c1cc(c(cc1)Cl)S(=O)(=O)N
10762,2xjg,CC(C)c1cc(C(=O)N2Cc3ccccc3C2)c(O)cc1OC
192,1rek,Oc1ccc(cc1[C@H](CC)C)C(=O)N[C@H]1[C@@H](CCC[NH2+]C1)OC(=O)c1ccc(cc1)C(=O)c1cc(OC)ccc1O
3922,4ezw,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NC[C-](=O)=O)[C@H](O)C)CC(C)C)CC(C)C)CC(C)C)CCC[NH]=[C+](=[NH2])=[NH2])CC(=O)N
655,2fsa,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CCCC[NH+](C)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)O)[C@H](O)C)CCC(=O)N)[C@H](O)C)CCC[NH]=[C+](=[NH2])=[NH2])C
5976,4aaw,COc1cc(OC)c(cc1NC(=O)CC[C-](=O)=O)S(=O)(=O)NCc1ccccc1N1CCC(COC(=O)CC[C-](=O)=O)CC1
250,3rxd,[NH3+]Cc1cccc(OC)c1
9106,4bcc,C(CCc1ccccc1)C(=O)N1C[C@H](C[C@H]1C(=O)N1[C@H](C=N)CCC1)n1nnc(c1)CNC(=O)OC(C)(C)C
3613,2hvc,[nH]1c(=O)cc(c2cc(ccc12)N(CC(F)(F)F)CC(F)(F)F)C(F)(F)F
11826,3qw5,[NH3+][C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N)Cc1ccccc1)CCC[NH]=[C+](=[NH2])=[NH2])CCC[NH]=[C+](=[NH2])=[NH2]
7983,4wwo,c12[nH]cnc1[n]c[n]c2N[C@@H](C)c1cc2cccc(Cl)c2[n]c1c1cc(F)ccc1
3872,2f10,[C@H]1([NH]=[C+](=[NH2])=[NH2])[C@H]([C@H](C(CC)CC)NC(=O)C)[C@H](O)[C@@H]([C-](=O)=O)C1
262,3ry8,[C-](=O)(=O)CC([C-](=O)=O)(C[C-](=O)=O)O
8904,2y07,[NH2+]1[C@H](C(=O)N2[C@H](C(=O)N[C@H](C(=O)N3[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)Cc4c[nH]c5c4cccc5)C)CCC3)Cc3ccc(cc3)O)CCC2)CCC1
7152,4o4k,O=c1[nH][c+](=[NH2])s/c/1=C/c1ccc(O)cc1
10251,3znr,FC(F)(F)c1nc(no1)c1cccc(c1)C(=O)NCC1(CCOCC1)[C]1NC(=CS1)c1ccccc1
